Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Ano (Código),Ano,Variável (Código),Variável,Município (Código),Município,Condição em relação à força de trabalho na semana de referência (Código),Condição em relação à força de trabalho na semana de referência,Situação do domicílio (Código),Situação do domicílio
6,Município,1572,Mil pessoas,184.998,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,456.928,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1302603,Manaus - AM,32860,Total,6795,Total
6,Município,1572,Mil pessoas,123.862,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,485.393,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1501402,Belém - PA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,131.090,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1600303,Macapá - AP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,151.794,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1721000,Palmas - TO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,302.319,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2111300,São Luís - MA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,384.978,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2211001,Teresina - PI,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1313.595,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,486.542,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2408102,Natal - RN,32860,Total,6795,Total
6,Município,1572,Mil pessoas,428.086,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,1572,Mil pessoas,724.314,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2611606,Recife - PE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,520.207,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2704302,Maceió - AL,32860,Total,6795,Total
6,Município,1572,Mil pessoas,362.877,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1173.754,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2927408,Salvador - BA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1469.838,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,1572,Mil pessoas,197.931,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3205309,Vitória - ES,32860,Total,6795,Total
6,Município,1572,Mil pessoas,3692.505,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,1572,Mil pessoas,5809.459,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,770.891,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,142.593,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,489.397,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,440.430,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,345.340,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,1572,Mil pessoas,851.467,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1665.786,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5300108,Brasília - DF,32860,Total,6795,Total
6,Município,1572,Mil pessoas,231.431,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,174.159,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,408.361,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1302603,Manaus - AM,32860,Total,6795,Total
6,Município,1572,Mil pessoas,113.309,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,444.502,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1501402,Belém - PA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,116.646,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1600303,Macapá - AP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,141.498,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1721000,Palmas - TO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,265.075,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2111300,São Luís - MA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,358.050,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2211001,Teresina - PI,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1228.704,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,454.235,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2408102,Natal - RN,32860,Total,6795,Total
6,Município,1572,Mil pessoas,404.086,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,1572,Mil pessoas,667.953,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2611606,Recife - PE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,494.045,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2704302,Maceió - AL,32860,Total,6795,Total
6,Município,1572,Mil pessoas,342.270,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1079.367,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2927408,Salvador - BA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1402.048,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,1572,Mil pessoas,184.030,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3205309,Vitória - ES,32860,Total,6795,Total
6,Município,1572,Mil pessoas,3530.137,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,1572,Mil pessoas,5507.738,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,706.371,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,123.359,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,447.043,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,419.545,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,317.821,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,1572,Mil pessoas,807.585,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1605.395,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5300108,Brasília - DF,32860,Total,6795,Total
6,Município,1572,Mil pessoas,270.451,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,195.836,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,505.496,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1302603,Manaus - AM,32860,Total,6795,Total
6,Município,1572,Mil pessoas,134.415,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,526.284,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1501402,Belém - PA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,145.534,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1600303,Macapá - AP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,162.090,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1721000,Palmas - TO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,339.562,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2111300,São Luís - MA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,411.907,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2211001,Teresina - PI,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1398.487,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,518.849,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2408102,Natal - RN,32860,Total,6795,Total
6,Município,1572,Mil pessoas,452.086,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,1572,Mil pessoas,780.674,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2611606,Recife - PE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,546.368,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2704302,Maceió - AL,32860,Total,6795,Total
6,Município,1572,Mil pessoas,383.485,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1268.142,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2927408,Salvador - BA,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1537.628,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,1572,Mil pessoas,211.833,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3205309,Vitória - ES,32860,Total,6795,Total
6,Município,1572,Mil pessoas,3854.873,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,1572,Mil pessoas,6111.181,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,835.410,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,161.828,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,531.751,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,461.315,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,372.860,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,1572,Mil pessoas,895.349,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1726.177,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,3.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,5.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,5.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,3.5,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,6.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,3.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,3.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,2.2,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,6.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,4.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,1.8,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,67.0,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1100205,Porto Velho - RO,32860,Total,6795,Total
