Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Ano (Código),Ano,Variável (Código),Variável,Unidade da Federação (Código),Unidade da Federação,Condição em relação à força de trabalho na semana de referência (Código),Condição em relação à força de trabalho na semana de referência,Situação do domicílio (Código),Situação do domicílio
3,Unidade da Federação,2,%,81.7,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,55.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,23.7,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,48.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,47.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,35.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,72.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,46.6,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,69.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,73.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,77.0,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,80.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,72.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,76.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,76.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,83.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.0,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,67.6,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,67.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,42.6,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,51.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,70.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.8,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,72.2,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,2,%,79.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,51.2,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,21.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,45.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,45.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,31.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,69.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,44.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,66.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,71.1,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,71.2,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,76.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,81.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,76.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,72.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,65.6,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,64.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,40.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,48.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,68.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,71.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,76.6,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,69.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,2,%,83.9,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,59.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,26.1,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,51.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,50.8,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,38.5,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.6,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,48.8,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,71.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,75.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,79.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,82.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.5,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.4,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,80.9,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,78.1,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,84.6,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,80.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,75.6,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,69.5,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,70.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,45.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,54.3,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,72.3,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,77.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,80.9,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,74.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,3.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,4.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,3.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,3.1,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,4.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.7,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,0.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.5,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.0,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.7,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.5,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,53,Distrito Federal,32860,Total,6795,Total
